32.3,33.59,32.0,32.0,635020.62,-0.17,-0.53,32.0,32.0,32.0,635020.62,635020.62,635020.62,2.02,3899.42,3961.666,3961.378,3891.728,5704475.5,97.449,2.52,3961.378,3961.378,3961.378,5704475.5,5704475.5,5704475.5,13626.621,13769.763,13768.728,13625.26,344476960.0,274.087,2.03,13768.728,13768.728,13768.728,344476960.0,344476960.0,344476960.0,8511.494,8597.952,8596.269,8511.494,29248172.0,120.134,1.42,8596.269,8596.269,8596.269,29248172.0,29248172.0,29248172.0,2530.072,2557.874,2556.698,2522.262,14980178.0,46.538,1.85,2556.698,2556.698,2556.698,14980178.0,14980178.0,14980178.0
32.0,32.25,31.7,30.6,578070.69,-0.3,-0.94,31.85,31.85,31.85,606545.66,606545.66,606545.66,1.83,3976.532,4000.22,3994.811,3903.648,6180854.0,33.433,0.84,3978.095,3978.095,3978.095,5942664.75,5942664.75,5942664.75,13814.979,13846.55,13841.717,13513.145,361429216.0,72.989,0.53,13805.223,13805.223,13805.223,352953088.0,352953088.0,352953088.0,8626.461,8628.337,8428.139,8301.449,32378860.0,-168.13,-1.96,8512.204,8512.204,8512.204,30813516.0,30813516.0,30813516.0,2566.937,2568.087,2488.158,2442.816,16881040.0,-68.54,-2.68,2522.428,2522.428,2522.428,15930609.0,15930609.0,15930609.0
31.72,31.72,31.03,30.42,429639.22,-0.67,-2.11,31.577,31.577,31.577,547576.84,547576.84,547576.84,1.36,4006.13,4016.396,3957.534,3900.027,5851768.0,-37.277,-0.93,3971.241,3971.241,3971.241,5912365.83,5912365.83,5912365.83,13898.493,13914.007,13796.733,13505.852,346150560.0,-44.984,-0.33,13802.393,13802.393,13802.393,350685578.67,350685578.67,350685578.67,8421.99,8421.99,8280.244,7993.343,31799356.0,-147.895,-1.75,8434.884,8434.884,8434.884,31142129.33,31142129.33,31142129.33,2481.688,2501.296,2496.487,2346.888,16435610.0,8.329,0.34,2513.781,2513.781,2513.781,16098942.67,16098942.67,16098942.67
31.02,32.4,32.05,30.7,402081.78,1.02,3.29,31.695,31.695,31.695,511203.08,511203.08,511203.08,1.28,3947.492,4040.348,4034.31,3929.319,4842836.0,76.776,1.94,3987.008,3987.008,3987.008,5644983.38,5644983.38,5644983.38,13718.925,14034.31,14013.335,13650.324,295307904.0,216.602,1.57,13855.128,13855.128,13855.128,336841160.0,336841160.0,336841160.0,8254.973,8538.269,8519.187,8211.442,26414268.0,238.943,2.89,8455.96,8455.96,8455.96,29960164.0,29960164.0,29960164.0,2475.555,2567.683,2552.829,2457.821,13792207.0,56.342,2.26,2523.543,2523.543,2523.543,15522258.75,15522258.75,15522258.75
32.3,32.85,32.0,31.81,486443.47,-0.05,-0.16,31.756,31.756,31.756,506251.16,506251.16,506251.16,1.54,4072.723,4128.072,4121.715,4057.293,5898142.5,87.405,2.17,4013.95,4013.95,4013.95,5695615.2,5695615.2,5695615.2,14100.353,14175.356,14149.505,13972.41,332808096.0,136.17,0.97,13914.004,13914.004,13914.004,336034547.2,336034547.2,336034547.2,8573.512,8739.695,8715.115,8517.426,29928152.0,195.928,2.3,8507.791,8507.791,8507.791,29953761.6,29953761.6,29953761.6,2558.186,2596.922,2577.776,2545.258,15415818.0,24.947,0.98,2534.39,2534.39,2534.39,15500970.6,15500970.6,15500970.6
32.0,32.35,31.0,31.0,402230.0,-0.6,-1.9,31.556,31.63,31.63,459693.03,488914.3,488914.3,1.28,4125.782,4168.346,4135.565,4091.257,6106835.5,13.85,0.34,4048.787,4034.219,4034.219,5776087.2,5764151.92,5764151.92,14132.612,14221.506,14042.464,13920.064,326909088.0,-107.041,-0.76,13968.751,13935.414,13935.414,332520972.8,334513637.33,334513637.33,8728.745,8775.352,8663.161,8588.444,28572684.0,-51.954,-0.6,8521.169,8533.686,8533.686,29818664.0,29723582.0,29723582.0,2584.586,2593.7,2558.848,2539.938,14653230.0,-18.928,-0.73,2534.82,2538.466,2538.466,15435581.0,15359680.5,15359680.5
30.89,30.9,29.74,29.66,393428.06,-1.26,-4.07,31.164,31.36,31.36,422764.51,475273.41,475273.41,1.25,4135.648,4175.494,4084.163,4069.007,6130058.0,-51.402,-1.24,4066.657,4041.354,4041.354,5765928.0,5816424.21,5816424.21,14023.402,14023.402,13646.607,13646.607,311574176.0,-395.857,-2.82,13929.729,13894.156,13894.156,322549964.8,331236571.43,331236571.43,8630.88,8630.88,8340.269,8340.269,26046334.0,-322.892,-3.73,8503.595,8506.055,8506.055,28552158.8,29198260.86,29198260.86,2548.992,2548.992,2441.739,2441.739,14275999.0,-117.109,-4.58,2525.536,2524.648,2524.648,14914572.8,15204868.86,15204868.86
29.66,31.05,30.79,29.03,364280.84,1.05,3.53,31.116,31.289,31.289,409692.83,461399.34,461399.34,1.16,4055.916,4195.305,4194.823,4031.244,5512429.5,110.66,2.71,4114.115,4060.537,4060.537,5698060.3,5778424.88,5778424.88,13549.873,14024.677,13967.802,13492.766,259650096.0,321.195,2.35,13963.943,13903.361,13903.361,305249872.0,322288262.0,322288262.0,8237.77,8551.304,8450.194,8178.003,23482468.0,109.925,1.32,8537.585,8499.072,8499.072,26888781.2,28483786.75,28483786.75,2420.931,2532.305,2484.33,2407.851,12556890.0,42.591,1.74,2523.104,2519.608,2519.608,14138828.8,14873871.5,14873871.5
31.13,31.66,30.5,30.36,423872.31,-0.29,-0.94,30.806,31.201,31.201,414050.94,457229.67,457229.67,1.35,4254.723,4317.223,4287.296,4238.91,7017062.0,92.473,2.2,4164.712,4085.733,4085.733,6132905.5,5916051.22,5916051.22,14120.773,14249.468,14149.342,14039.036,334301248.0,181.54,1.3,13991.144,13930.693,13930.693,313048540.8,323623038.22,323623038.22,8497.279,8533.589,8442.205,8402.102,26326362.0,-7.989,-0.1,8522.189,8492.754,8492.754,26871200.0,28244072.89,28244072.89,2507.472,2511.981,2463.99,2453.281,13950362.0,-20.34,-0.82,2505.337,2513.428,2513.428,14170459.8,14771259.33,14771259.33
30.33,30.33,29.58,29.38,401067.56,-0.92,-3.02,30.322,31.039,31.039,396975.75,451613.45,451613.45,1.27,4301.352,4356.001,4217.077,4190.681,8571328.0,-70.219,-1.64,4183.785,4098.867,4098.867,6667542.6,6181578.9,6181578.9,14132.829,14288.325,13871.599,13814.961,370369408.0,-277.743,-1.96,13935.563,13924.783,13924.783,320560803.2,328297675.2,328297675.2,8407.76,8425.235,8214.044,8179.389,28767686.0,-228.161,-2.7,8421.975,8464.883,8464.883,26639106.8,28296434.2,28296434.2,2462.406,2493.196,2424.848,2411.34,14085498.0,-39.142,-1.59,2474.751,2504.57,2504.57,13904395.8,14702683.2,14702683.2
